session_duration,page_navigation_rate,input_field_activity,mouse_click_frequency,suspicious_input_patterns,form_submission_rate,csrf_token_presence,unusual_headers,client_error_rate,failed_login_attempts,unusual_sql_queries,response_time,server_error_rate,request_rate,unusual_http_methods,ip_reputation_score,brute_force_signatures,suspicious_file_uploads,is_attack
30,13,2,6,1,6,0,1,13,7,1,2168,11,410,1,31,1,1,1
232,3,6,7,0,0,1,0,3,0,0,457,0,21,0,88,0,0,0
375,4,25,37,0,0,1,0,2,1,0,778,0,29,0,71,0,0,0
359,4,21,19,0,1,1,0,0,1,0,535,1,47,0,94,0,0,0
29,8,4,0,1,6,0,1,11,6,1,1683,6,419,1,1,1,1,1
469,2,39,13,0,2,1,0,1,1,0,290,1,44,0,74,0,0,0
129,3,6,44,0,2,1,0,4,1,0,259,1,31,0,85,0,0,0
26,11,3,9,1,7,0,1,9,8,1,867,10,440,1,40,1,1,1
59,4,22,26,0,2,1,0,1,1,0,598,0,21,0,73,0,0,0
6,11,0,6,1,7,0,1,5,3,1,2767,10,324,1,48,1,1,1
329,5,19,46,0,0,1,0,4,1,0,563,1,39,0,93,0,0,0
116,3,21,15,0,2,1,0,1,1,0,657,0,37,0,84,0,0,0
190,4,35,40,0,1,1,0,4,1,0,306,1,13,0,91,0,0,0
78,1,37,23,0,1,1,0,0,1,0,577,1,43,0,87,0,0,0
32,11,2,0,1,3,0,1,9,7,1,2018,14,349,1,2,1,1,1
333,2,11,47,0,2,1,0,3,0,0,712,1,14,0,88,0,0,0
323,1,14,24,0,0,1,0,1,0,0,525,0,11,0,79,0,0,0
145,5,33,40,0,0,1,0,4,1,0,771,1,48,0,81,0,0,0
44,13,0,7,1,3,0,1,9,9,1,1121,13,130,1,29,1,1,1
348,1,20,11,0,0,1,0,4,1,0,601,1,11,0,96,0,0,0
49,10,0,9,1,9,0,1,11,7,1,2479,14,324,1,20,1,1,1
46,2,6,6,0,2,1,0,3,0,0,268,1,31,0,99,0,0,0
126,3,29,25,0,0,1,0,2,1,0,108,0,36,0,75,0,0,0
300,5,12,34,0,0,1,0,2,0,0,305,0,48,0,75,0,0,0
348,1,24,48,0,1,1,0,0,1,0,144,0,26,0,82,0,0,0
275,5,35,11,0,0,1,0,1,0,0,484,0,43,0,70,0,0,0
190,4,12,15,0,2,1,0,2,1,0,505,0,28,0,88,0,0,0
15,8,0,9,1,6,0,1,8,5,1,1400,10,402,1,46,1,1,1
436,5,6,20,0,0,1,0,2,1,0,462,1,35,0,78,0,0,0
519,3,6,48,0,2,1,0,3,0,0,458,1,15,0,91,0,0,0
593,1,30,39,0,1,1,0,2,0,0,125,1,36,0,86,0,0,0
441,1,22,27,0,1,1,0,0,0,0,418,1,19,0,82,0,0,0
532,4,17,33,0,1,1,0,1,1,0,129,1,31,0,84,0,0,0
151,1,6,36,0,0,1,0,1,1,0,347,1,25,0,84,0,0,0
361,5,11,5,0,2,1,0,3,0,0,226,1,29,0,90,0,0,0
1,5,1,1,1,4,0,1,7,6,1,890,10,162,1,47,1,1,1
514,1,19,5,0,0,1,0,1,0,0,646,0,28,0,93,0,0,0
442,4,11,28,0,1,1,0,0,0,0,188,0,44,0,72,0,0,0
493,3,18,19,0,2,1,0,2,1,0,278,1,46,0,78,0,0,0
119,4,15,43,0,0,1,0,2,1,0,188,0,49,0,75,0,0,0
227,2,34,8,0,1,1,0,4,1,0,563,0,13,0,90,0,0,0
365,3,8,11,0,0,1,0,1,1,0,130,1,38,0,73,0,0,0
179,3,9,13,0,0,1,0,0,0,0,642,1,47,0,77,0,0,0
531,2,38,34,0,2,1,0,0,1,0,226,1,31,0,88,0,0,0
35,5,4,6,1,9,0,1,7,4,1,898,14,297,1,37,1,1,1
179,3,8,9,0,1,1,0,4,0,0,782,0,13,0,80,0,0,0
193,5,17,28,0,2,1,0,2,0,0,616,1,21,0,72,0,0,0
35,12,2,6,1,8,0,1,7,9,1,2019,6,418,1,47,1,1,1
280,3,29,45,0,0,1,0,2,0,0,181,1,37,0,81,0,0,0
13,11,3,9,1,9,0,1,6,8,1,1394,7,352,1,34,1,1,1
191,1,25,34,0,2,1,0,3,0,0,242,1,45,0,98,0,0,0
185,3,28,46,0,2,1,0,2,0,0,634,0,24,0,75,0,0,0
7,8,3,5,1,6,0,1,10,5,1,1363,5,358,1,34,1,1,1
345,4,32,36,0,1,1,0,2,1,0,679,0,33,0,93,0,0,0
42,5,0,0,1,4,0,1,9,7,1,2749,12,250,1,37,1,1,1
308,4,30,25,0,2,1,0,4,1,0,502,1,37,0,73,0,0,0
13,5,4,2,1,8,0,1,13,9,1,1174,10,338,1,8,1,1,1
378,4,34,42,0,1,1,0,3,1,0,725,1,10,0,82,0,0,0
116,2,5,17,0,1,1,0,0,0,0,133,1,43,0,87,0,0,0
322,2,16,34,0,1,1,0,3,0,0,327,1,12,0,92,0,0,0
388,1,25,7,0,1,1,0,0,1,0,554,1,45,0,74,0,0,0
24,8,0,3,1,6,0,1,6,5,1,2363,7,448,1,3,1,1,1
40,12,2,1,1,7,0,1,7,8,1,2217,8,371,1,22,1,1,1
460,1,36,25,0,1,1,0,4,1,0,290,1,40,0,79,0,0,0
38,9,4,3,1,4,0,1,9,4,1,2126,8,181,1,2,1,1,1
40,13,1,3,1,7,0,1,10,6,1,2743,13,456,1,0,1,1,1
394,1,21,43,0,1,1,0,0,0,0,603,1,37,0,91,0,0,0
36,12,1,4,1,7,0,1,9,3,1,1720,6,377,1,33,1,1,1
322,4,16,24,0,1,1,0,3,0,0,762,1,48,0,78,0,0,0
530,2,29,18,0,2,1,0,1,0,0,499,0,29,0,70,0,0,0
422,5,34,32,0,1,1,0,2,1,0,397,1,28,0,77,0,0,0
466,2,15,30,0,0,1,0,2,0,0,258,0,14,0,82,0,0,0
21,11,4,9,1,5,0,1,12,5,1,1529,7,454,1,32,1,1,1
130,3,27,41,0,1,1,0,2,1,0,294,1,12,0,98,0,0,0
365,5,6,39,0,1,1,0,2,0,0,436,1,32,0,80,0,0,0
4,12,4,3,1,8,0,1,14,3,1,2747,7,354,1,27,1,1,1
23,6,1,1,1,8,0,1,5,8,1,2802,12,174,1,11,1,1,1
276,1,22,48,0,2,1,0,0,0,0,371,0,47,0,78,0,0,0
430,4,29,26,0,0,1,0,2,0,0,482,1,32,0,99,0,0,0
577,3,8,10,0,2,1,0,4,0,0,433,0,49,0,97,0,0,0
51,4,33,49,0,1,1,0,0,0,0,377,0,39,0,99,0,0,0
91,4,7,39,0,0,1,0,4,0,0,668,1,45,0,83,0,0,0
9,9,4,5,1,8,0,1,12,9,1,1968,12,398,1,47,1,1,1
28,7,3,6,1,8,0,1,9,4,1,2430,13,164,1,1,1,1,1
381,5,28,34,0,2,1,0,0,1,0,381,0,18,0,73,0,0,0
400,2,7,45,0,2,1,0,1,1,0,349,0,25,0,81,0,0,0
577,3,5,47,0,2,1,0,3,1,0,687,0,41,0,72,0,0,0
246,1,12,17,0,0,1,0,2,0,0,201,1,19,0,91,0,0,0
383,1,5,24,0,0,1,0,0,0,0,417,0,35,0,88,0,0,0
26,14,3,1,1,5,0,1,8,4,1,1135,13,271,1,21,1,1,1
436,1,21,32,0,2,1,0,0,1,0,544,1,49,0,94,0,0,0
132,3,23,41,0,0,1,0,4,1,0,524,1,17,0,93,0,0,0
268,3,33,32,0,0,1,0,0,0,0,525,0,19,0,72,0,0,0
142,5,25,27,0,0,1,0,0,1,0,174,1,39,0,86,0,0,0
308,3,18,46,0,2,1,0,0,0,0,568,0,39,0,91,0,0,0
249,3,13,6,0,0,1,0,4,0,0,203,0,47,0,71,0,0,0
35,14,3,9,1,8,0,1,14,5,1,1765,13,466,1,37,1,1,1
286,2,22,46,0,1,1,0,4,1,0,303,0,35,0,86,0,0,0
464,1,37,46,0,1,1,0,4,1,0,358,1,33,0,79,0,0,0
343,2,35,20,0,2,1,0,4,1,0,593,1,10,0,85,0,0,0
47,9,4,4,1,7,0,1,7,4,1,838,10,396,1,35,1,1,1
378,2,28,5,0,1,1,0,4,0,0,632,0,35,0,84,0,0,0
43,5,4,7,1,6,0,1,10,8,1,2566,9,495,1,35,1,1,1
437,3,14,39,0,0,1,0,2,0,0,772,1,42,0,86,0,0,0
390,1,32,9,0,1,1,0,4,1,0,433,0,15,0,87,0,0,0
518,2,38,17,0,0,1,0,1,1,0,598,1,14,0,80,0,0,0
511,1,11,47,0,2,1,0,4,1,0,471,0,42,0,75,0,0,0
398,4,32,8,0,1,1,0,4,1,0,256,0,18,0,96,0,0,0
7,13,1,0,1,9,0,1,12,5,1,1569,6,100,1,31,1,1,1
27,11,2,5,1,6,0,1,14,9,1,2910,10,377,1,30,1,1,1
486,5,37,21,0,0,1,0,1,0,0,415,1,30,0,97,0,0,0
533,4,25,21,0,0,1,0,2,1,0,237,0,30,0,72,0,0,0
149,3,26,37,0,2,1,0,3,1,0,498,0,18,0,71,0,0,0
43,11,2,6,1,6,0,1,14,5,1,1763,11,137,1,19,1,1,1
320,3,15,48,0,1,1,0,4,0,0,244,0,15,0,70,0,0,0
533,2,20,38,0,0,1,0,0,1,0,475,0,15,0,88,0,0,0
157,5,36,48,0,1,1,0,2,0,0,105,1,39,0,94,0,0,0
222,5,26,13,0,2,1,0,3,0,0,504,0,36,0,95,0,0,0
187,4,20,43,0,2,1,0,2,1,0,719,0,48,0,73,0,0,0
33,4,6,12,0,0,1,0,4,0,0,321,1,19,0,71,0,0,0
541,3,10,26,0,0,1,0,0,1,0,156,0,20,0,88,0,0,0
138,2,22,29,0,0,1,0,4,1,0,132,1,12,0,79,0,0,0
32,3,20,9,0,0,1,0,1,0,0,587,0,37,0,97,0,0,0
346,1,18,36,0,1,1,0,0,0,0,102,0,32,0,96,0,0,0
31,9,4,0,1,3,0,1,10,8,1,2327,7,148,1,12,1,1,1
396,1,34,16,0,2,1,0,0,1,0,673,1,11,0,93,0,0,0
36,3,8,43,0,0,1,0,0,0,0,523,0,45,0,76,0,0,0
45,6,0,2,1,4,0,1,11,4,1,2137,9,484,1,27,1,1,1
7,13,2,0,1,4,0,1,14,8,1,1376,11,201,1,49,1,1,1
45,5,5,36,0,0,1,0,2,1,0,248,0,27,0,72,0,0,0
23,13,3,4,1,4,0,1,10,4,1,1703,10,176,1,9,1,1,1
593,4,12,39,0,2,1,0,3,1,0,309,1,31,0,82,0,0,0
5,9,1,1,1,9,0,1,14,8,1,1341,7,491,1,43,1,1,1
417,3,11,29,0,1,1,0,3,0,0,432,1,41,0,79,0,0,0
278,2,30,13,0,1,1,0,1,1,0,367,0,17,0,89,0,0,0
476,5,33,6,0,1,1,0,3,0,0,290,0,27,0,76,0,0,0
523,2,21,8,0,0,1,0,1,1,0,249,1,49,0,90,0,0,0
501,4,11,10,0,0,1,0,2,0,0,445,1,30,0,98,0,0,0
291,3,26,32,0,2,1,0,3,0,0,549,1,16,0,78,0,0,0
282,2,25,44,0,0,1,0,3,0,0,620,0,32,0,89,0,0,0
179,2,9,27,0,2,1,0,0,0,0,582,0,44,0,85,0,0,0
355,2,28,35,0,2,1,0,1,1,0,622,1,41,0,70,0,0,0
537,3,19,42,0,2,1,0,2,0,0,227,1,48,0,93,0,0,0
444,5,12,46,0,2,1,0,0,1,0,361,1,48,0,98,0,0,0
564,2,20,5,0,2,1,0,2,0,0,277,1,40,0,84,0,0,0
357,5,6,11,0,0,1,0,2,0,0,291,0,11,0,84,0,0,0
12,10,3,6,1,8,0,1,13,8,1,1872,6,385,1,12,1,1,1
194,5,13,12,0,0,1,0,3,1,0,114,0,12,0,82,0,0,0
366,1,28,46,0,0,1,0,3,1,0,538,0,10,0,89,0,0,0
49,13,1,9,1,7,0,1,14,9,1,980,13,316,1,46,1,1,1
27,11,0,3,1,4,0,1,6,9,1,879,6,119,1,23,1,1,1
117,2,37,49,0,1,1,0,2,0,0,459,0,26,0,79,0,0,0
53,1,18,28,0,0,1,0,3,0,0,264,1,44,0,84,0,0,0
31,7,4,6,1,8,0,1,5,5,1,1224,14,163,1,25,1,1,1
34,3,28,29,0,0,1,0,3,1,0,641,0,43,0,78,0,0,0
11,7,3,5,1,4,0,1,10,5,1,2432,12,115,1,48,1,1,1
21,13,3,2,1,4,0,1,14,9,1,2933,11,484,1,24,1,1,1
518,3,31,45,0,2,1,0,2,0,0,345,0,12,0,95,0,0,0
1,12,0,2,1,4,0,1,14,5,1,2251,8,476,1,36,1,1,1
563,2,35,45,0,1,1,0,0,0,0,407,0,30,0,90,0,0,0
250,3,31,31,0,2,1,0,3,1,0,314,1,18,0,83,0,0,0
598,1,6,13,0,2,1,0,1,0,0,420,1,17,0,74,0,0,0
290,2,16,9,0,0,1,0,0,0,0,654,1,26,0,97,0,0,0
359,3,7,17,0,0,1,0,1,1,0,703,0,18,0,71,0,0,0
246,3,28,47,0,2,1,0,3,1,0,242,1,10,0,72,0,0,0
15,5,4,5,1,3,0,1,5,4,1,2084,7,192,1,13,1,1,1
15,6,1,7,1,8,0,1,5,8,1,1726,9,303,1,2,1,1,1
251,3,16,31,0,1,1,0,4,1,0,729,0,38,0,99,0,0,0
577,5,11,27,0,0,1,0,0,1,0,608,0,47,0,97,0,0,0
448,4,16,28,0,1,1,0,0,0,0,320,1,18,0,91,0,0,0
239,4,16,39,0,0,1,0,2,1,0,584,1,29,0,80,0,0,0
251,2,25,31,0,1,1,0,1,1,0,780,1,12,0,70,0,0,0
91,2,13,21,0,1,1,0,4,0,0,155,0,29,0,83,0,0,0
144,1,26,42,0,1,1,0,3,0,0,250,0,31,0,86,0,0,0
184,5,8,25,0,0,1,0,1,0,0,381,0,29,0,73,0,0,0
37,10,4,9,1,8,0,1,14,4,1,2006,14,111,1,18,1,1,1
27,10,2,8,1,6,0,1,5,4,1,1277,11,230,1,9,1,1,1
15,9,2,9,1,8,0,1,10,3,1,2263,13,306,1,31,1,1,1
16,6,0,9,1,6,0,1,10,8,1,2462,10,480,1,6,1,1,1
272,5,18,20,0,0,1,0,1,0,0,747,0,11,0,79,0,0,0
234,3,15,20,0,0,1,0,2,1,0,625,1,12,0,94,0,0,0
29,5,4,7,1,4,0,1,5,5,1,1986,5,205,1,26,1,1,1
18,6,2,8,1,6,0,1,8,9,1,1327,7,393,1,42,1,1,1
407,1,7,6,0,0,1,0,3,0,0,745,0,39,0,73,0,0,0
514,2,21,28,0,1,1,0,0,1,0,775,1,36,0,72,0,0,0
24,5,0,3,1,6,0,1,13,3,1,1545,13,312,1,19,1,1,1
233,2,34,16,0,2,1,0,2,1,0,668,0,24,0,80,0,0,0
91,3,14,13,0,1,1,0,4,0,0,683,1,37,0,86,0,0,0
77,5,6,6,0,1,1,0,1,1,0,503,1,44,0,73,0,0,0
7,11,1,9,1,3,0,1,12,9,1,2562,5,213,1,16,1,1,1
422,5,31,9,0,0,1,0,2,1,0,297,1,11,0,72,0,0,0
116,5,27,7,0,0,1,0,4,0,0,740,1,43,0,86,0,0,0
116,3,12,44,0,1,1,0,4,1,0,576,1,45,0,89,0,0,0
250,4,8,35,0,2,1,0,2,1,0,541,0,24,0,72,0,0,0
21,10,1,0,1,9,0,1,6,6,1,1367,5,291,1,48,1,1,1
28,12,2,4,1,6,0,1,13,6,1,2051,12,109,1,2,1,1,1
171,1,23,5,0,1,1,0,3,0,0,220,0,34,0,96,0,0,0
35,5,0,2,1,6,0,1,14,6,1,2839,7,151,1,11,1,1,1
22,11,0,8,1,5,0,1,13,6,1,1241,8,421,1,39,1,1,1
331,4,12,46,0,0,1,0,1,1,0,420,1,41,0,84,0,0,0
58,1,13,44,0,0,1,0,4,1,0,500,1,38,0,99,0,0,0
524,1,27,33,0,1,1,0,2,1,0,505,1,12,0,96,0,0,0
168,1,26,5,0,0,1,0,1,0,0,337,0,44,0,96,0,0,0
256,3,34,33,0,2,1,0,2,1,0,721,0,25,0,92,0,0,0
47,5,4,0,1,7,0,1,13,4,1,1893,7,392,1,15,1,1,1
148,1,39,16,0,1,1,0,1,1,0,682,1,25,0,80,0,0,0
372,4,7,33,0,0,1,0,4,0,0,430,0,10,0,72,0,0,0
570,5,37,48,0,0,1,0,3,1,0,418,0,14,0,98,0,0,0
475,4,35,13,0,0,1,0,1,1,0,298,0,23,0,85,0,0,0
277,2,30,27,0,2,1,0,2,0,0,369,0,36,0,99,0,0,0
38,6,0,9,1,7,0,1,13,9,1,1690,5,346,1,7,1,1,1
70,1,15,20,0,0,1,0,1,1,0,446,0,24,0,80,0,0,0
574,2,33,37,0,1,1,0,1,1,0,646,1,20,0,78,0,0,0
278,3,7,43,0,2,1,0,4,0,0,574,0,29,0,93,0,0,0
471,1,31,36,0,1,1,0,2,0,0,509,0,40,0,88,0,0,0
48,6,2,7,1,3,0,1,6,6,1,2078,12,217,1,4,1,1,1
44,6,0,7,1,5,0,1,5,4,1,2847,12,314,1,6,1,1,1
285,4,39,6,0,0,1,0,3,0,0,340,0,13,0,87,0,0,0
103,5,21,7,0,0,1,0,2,1,0,253,1,28,0,78,0,0,0
152,4,10,35,0,1,1,0,4,0,0,612,1,16,0,74,0,0,0
417,3,29,16,0,0,1,0,1,0,0,375,1,10,0,94,0,0,0
436,5,7,32,0,1,1,0,1,0,0,139,1,29,0,82,0,0,0
468,5,13,14,0,1,1,0,3,0,0,300,1,10,0,90,0,0,0
585,5,34,38,0,1,1,0,0,0,0,202,1,36,0,78,0,0,0
95,2,25,19,0,0,1,0,1,1,0,796,1,35,0,80,0,0,0
153,5,23,43,0,1,1,0,4,0,0,739,1,46,0,93,0,0,0
40,8,0,0,1,8,0,1,6,6,1,2565,9,302,1,49,1,1,1
166,2,11,35,0,2,1,0,0,1,0,255,0,28,0,97,0,0,0
382,1,26,23,0,1,1,0,4,1,0,181,0,32,0,70,0,0,0
37,12,2,0,1,3,0,1,7,9,1,1371,11,262,1,40,1,1,1
583,3,16,5,0,2,1,0,3,1,0,504,0,39,0,83,0,0,0
42,3,23,28,0,2,1,0,2,1,0,223,1,24,0,96,0,0,0
430,3,10,21,0,0,1,0,3,0,0,638,1,12,0,90,0,0,0
28,6,4,7,1,3,0,1,8,9,1,2553,7,425,1,17,1,1,1
570,4,13,10,0,0,1,0,0,1,0,658,1,18,0,98,0,0,0
356,2,16,35,0,2,1,0,1,1,0,262,0,49,0,77,0,0,0
526,3,19,31,0,1,1,0,0,1,0,767,0,48,0,88,0,0,0
32,13,1,1,1,4,0,1,14,4,1,1694,9,179,1,17,1,1,1
286,1,21,16,0,2,1,0,0,0,0,270,1,20,0,81,0,0,0
131,3,19,19,0,2,1,0,3,1,0,155,0,16,0,72,0,0,0
25,12,3,0,1,6,0,1,8,8,1,1188,14,324,1,13,1,1,1
87,1,34,7,0,0,1,0,1,1,0,210,1,49,0,87,0,0,0
41,6,3,2,1,7,0,1,6,5,1,1901,7,327,1,44,1,1,1
464,4,31,33,0,1,1,0,0,1,0,758,0,12,0,81,0,0,0
47,12,0,8,1,8,0,1,12,8,1,2893,13,396,1,16,1,1,1
76,4,14,14,0,0,1,0,4,0,0,189,0,29,0,76,0,0,0
307,2,22,49,0,0,1,0,3,1,0,392,0,14,0,94,0,0,0
84,3,28,42,0,1,1,0,1,0,0,247,1,43,0,82,0,0,0
254,2,15,44,0,2,1,0,2,1,0,180,0,21,0,73,0,0,0
152,1,14,38,0,1,1,0,1,0,0,532,1,13,0,81,0,0,0
346,4,23,18,0,0,1,0,2,1,0,457,0,28,0,97,0,0,0
382,1,9,29,0,2,1,0,4,0,0,247,0,29,0,76,0,0,0
34,5,3,7,1,9,0,1,13,5,1,1834,7,194,1,43,1,1,1
536,1,8,22,0,0,1,0,2,0,0,436,1,10,0,74,0,0,0
598,3,11,25,0,1,1,0,4,1,0,280,0,35,0,90,0,0,0
141,1,7,49,0,0,1,0,0,1,0,606,0,20,0,94,0,0,0
8,12,0,0,1,6,0,1,5,8,1,1919,9,343,1,49,1,1,1
486,1,11,34,0,2,1,0,0,0,0,333,0,26,0,92,0,0,0
293,3,6,25,0,0,1,0,0,0,0,353,1,28,0,80,0,0,0
94,1,37,42,0,1,1,0,4,1,0,424,0,25,0,78,0,0,0
403,3,20,7,0,2,1,0,1,1,0,331,1,26,0,80,0,0,0
39,4,16,44,0,2,1,0,0,0,0,598,1,30,0,85,0,0,0
17,5,3,8,1,3,0,1,8,6,1,2924,11,407,1,14,1,1,1
23,10,4,9,1,4,0,1,11,4,1,1937,10,253,1,20,1,1,1
195,5,34,45,0,0,1,0,4,0,0,484,0,25,0,81,0,0,0
76,3,29,42,0,2,1,0,1,1,0,362,1,33,0,84,0,0,0
18,8,1,7,1,9,0,1,11,5,1,2651,6,403,1,8,1,1,1
10,13,1,2,1,8,0,1,6,4,1,1242,10,206,1,47,1,1,1
387,5,12,44,0,0,1,0,4,1,0,294,0,29,0,88,0,0,0
128,5,19,11,0,2,1,0,3,0,0,644,1,41,0,96,0,0,0
3,12,2,7,1,5,0,1,7,4,1,1301,13,245,1,48,1,1,1
531,3,36,40,0,0,1,0,2,1,0,553,1,15,0,97,0,0,0
276,3,22,17,0,0,1,0,0,0,0,634,1,42,0,79,0,0,0
559,5,18,31,0,2,1,0,2,0,0,202,1,43,0,96,0,0,0
432,2,5,31,0,1,1,0,2,1,0,634,0,24,0,79,0,0,0
449,3,35,5,0,2,1,0,4,1,0,276,0,44,0,84,0,0,0
307,3,30,37,0,0,1,0,1,0,0,692,1,21,0,99,0,0,0
37,10,3,9,1,5,0,1,10,9,1,1842,13,115,1,23,1,1,1
234,1,16,36,0,1,1,0,0,0,0,155,1,11,0,94,0,0,0
13,9,3,3,1,6,0,1,6,4,1,2044,5,432,1,28,1,1,1
182,5,25,42,0,0,1,0,3,1,0,303,0,39,0,77,0,0,0
345,5,26,5,0,2,1,0,4,1,0,626,1,44,0,83,0,0,0
494,4,28,12,0,0,1,0,3,1,0,528,0,44,0,77,0,0,0
3,6,3,8,1,7,0,1,9,5,1,1392,5,417,1,39,1,1,1
46,8,2,9,1,9,0,1,8,5,1,1101,7,173,1,10,1,1,1
25,8,0,1,1,9,0,1,9,9,1,2601,11,247,1,39,1,1,1
33,12,4,3,1,5,0,1,5,8,1,2453,14,124,1,3,1,1,1
44,1,26,6,0,1,1,0,3,0,0,400,1,24,0,85,0,0,0
8,12,4,9,1,7,0,1,6,8,1,1299,9,213,1,24,1,1,1
343,3,12,18,0,1,1,0,1,1,0,549,1,17,0,93,0,0,0
26,5,1,1,1,6,0,1,9,7,1,2470,9,119,1,26,1,1,1
179,3,37,8,0,0,1,0,0,0,0,750,0,24,0,82,0,0,0
2,11,2,9,1,4,0,1,5,5,1,2676,8,245,1,28,1,1,1
45,5,0,8,1,8,0,1,9,8,1,986,14,110,1,37,1,1,1
362,4,19,20,0,0,1,0,1,1,0,172,0,46,0,96,0,0,0
360,3,23,7,0,0,1,0,1,1,0,129,0,35,0,83,0,0,0
472,5,36,13,0,0,1,0,1,1,0,721,1,42,0,80,0,0,0
169,5,9,16,0,1,1,0,1,0,0,685,0,48,0,87,0,0,0
23,14,3,4,1,6,0,1,9,7,1,2306,9,320,1,49,1,1,1
325,4,14,48,0,2,1,0,0,1,0,719,1,30,0,97,0,0,0
270,4,23,17,0,2,1,0,4,1,0,291,1,32,0,76,0,0,0
36,5,4,2,1,8,0,1,8,9,1,2502,5,141,1,24,1,1,1
437,4,18,20,0,0,1,0,4,1,0,348,0,26,0,92,0,0,0
470,1,39,44,0,1,1,0,2,0,0,612,1,41,0,91,0,0,0
6,5,4,5,1,5,0,1,6,3,1,1500,7,230,1,7,1,1,1
60,2,5,10,0,1,1,0,2,0,0,413,0,12,0,91,0,0,0
365,1,32,46,0,0,1,0,2,1,0,710,1,23,0,84,0,0,0
553,5,29,32,0,1,1,0,4,0,0,276,0,13,0,89,0,0,0
85,3,5,48,0,2,1,0,0,0,0,659,0,37,0,72,0,0,0
464,4,36,18,0,1,1,0,2,1,0,784,0,37,0,81,0,0,0
221,2,7,18,0,1,1,0,1,1,0,202,1,10,0,80,0,0,0
42,9,2,2,1,4,0,1,14,8,1,1692,12,343,1,2,1,1,1
12,14,4,9,1,9,0,1,9,8,1,2944,5,481,1,47,1,1,1
143,3,29,48,0,1,1,0,3,1,0,634,1,36,0,90,0,0,0
34,6,3,8,1,9,0,1,11,4,1,1033,12,157,1,16,1,1,1
8,9,3,6,1,8,0,1,5,3,1,1273,13,338,1,8,1,1,1
13,13,0,6,1,5,0,1,10,3,1,1302,9,437,1,0,1,1,1
559,4,23,8,0,0,1,0,2,0,0,622,1,41,0,97,0,0,0
376,1,9,35,0,0,1,0,0,1,0,371,0,43,0,96,0,0,0
234,5,22,12,0,1,1,0,1,0,0,659,1,30,0,92,0,0,0
44,10,0,6,1,4,0,1,11,5,1,1938,9,178,1,49,1,1,1
39,12,1,8,1,9,0,1,10,3,1,1444,12,442,1,48,1,1,1
52,2,19,30,0,1,1,0,0,0,0,595,0,40,0,71,0,0,0
478,3,34,36,0,0,1,0,4,0,0,548,1,28,0,98,0,0,0
37,11,3,7,1,3,0,1,12,9,1,1035,7,341,1,0,1,1,1
111,3,33,37,0,1,1,0,1,1,0,218,0,26,0,85,0,0,0
15,12,1,8,1,9,0,1,8,3,1,2530,5,324,1,26,1,1,1
99,1,26,31,0,0,1,0,1,1,0,650,0,20,0,82,0,0,0
37,5,4,5,1,6,0,1,8,4,1,2943,10,314,1,21,1,1,1
118,2,7,19,0,1,1,0,0,0,0,139,0,33,0,85,0,0,0
43,11,3,0,1,4,0,1,9,5,1,2009,13,362,1,32,1,1,1
555,3,37,34,0,0,1,0,4,0,0,617,0,44,0,85,0,0,0
555,5,21,23,0,0,1,0,1,0,0,397,1,41,0,95,0,0,0
295,5,28,43,0,0,1,0,1,0,0,431,1,47,0,83,0,0,0
1,5,2,5,1,8,0,1,9,4,1,1354,7,320,1,7,1,1,1
408,3,15,26,0,1,1,0,3,0,0,389,1,10,0,78,0,0,0
266,4,14,34,0,1,1,0,1,1,0,192,1,15,0,83,0,0,0
550,3,34,36,0,0,1,0,2,0,0,614,0,13,0,95,0,0,0
82,1,33,42,0,0,1,0,4,0,0,429,1,46,0,72,0,0,0
17,5,4,2,1,4,0,1,6,9,1,1752,12,264,1,39,1,1,1
22,5,4,1,1,8,0,1,5,3,1,1657,9,386,1,48,1,1,1
400,2,6,30,0,0,1,0,4,0,0,715,0,18,0,82,0,0,0
268,2,35,36,0,1,1,0,1,1,0,145,1,44,0,96,0,0,0
458,5,16,40,0,2,1,0,4,0,0,233,1,20,0,94,0,0,0
524,2,35,17,0,0,1,0,4,1,0,184,1,32,0,99,0,0,0
360,4,38,40,0,0,1,0,1,1,0,764,1,19,0,78,0,0,0
381,4,29,24,0,2,1,0,1,1,0,575,0,34,0,74,0,0,0
50,1,33,10,0,2,1,0,1,0,0,640,1,45,0,80,0,0,0
36,2,16,49,0,0,1,0,2,0,0,423,1,35,0,82,0,0,0
41,7,4,5,1,6,0,1,10,8,1,1039,5,420,1,24,1,1,1
1,9,1,1,1,9,0,1,6,6,1,2774,6,452,1,0,1,1,1
292,3,32,42,0,0,1,0,2,0,0,464,0,36,0,79,0,0,0
1,11,2,3,1,3,0,1,8,6,1,1086,7,420,1,25,1,1,1
547,4,36,40,0,0,1,0,0,0,0,794,0,41,0,78,0,0,0
27,7,0,1,1,5,0,1,12,4,1,1862,9,308,1,46,1,1,1
278,5,23,18,0,0,1,0,3,0,0,624,0,20,0,75,0,0,0
461,3,37,12,0,2,1,0,2,1,0,793,0,22,0,84,0,0,0
236,1,11,25,0,1,1,0,2,0,0,329,1,28,0,89,0,0,0
456,5,17,22,0,0,1,0,2,1,0,540,1,35,0,85,0,0,0
469,1,31,35,0,2,1,0,3,0,0,723,0,25,0,98,0,0,0
380,4,19,9,0,1,1,0,0,0,0,626,1,11,0,77,0,0,0
